Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Banana,2008,Summer     ,Uttar Pradesh,1991,75867,891.6,284792.64,179.19,38.08033333
Barley,2008,Rabi       ,Uttar Pradesh,171861,376048,891.6,24582997.44,15467.49,2.203285714
Coriander,2008,Rabi       ,Uttar Pradesh,5662,3380,891.6,809892.48,509.58,0.610793651
Cotton(lint),2008,Kharif     ,Uttar Pradesh,3556,781,891.6,508650.24,320.04,0.231111111
Dry chillies,2008,Kharif     ,Uttar Pradesh,14918,14873,891.6,2133870.72,1342.62,0.998970588
Garlic,2008,Rabi       ,Uttar Pradesh,33421,196850,891.6,4780539.84,3007.89,5.909104478
Gram,2008,Rabi       ,Uttar Pradesh,554434,561508,891.6,79306239.36,49899.06,1.073188406
Groundnut,2008,Kharif     ,Uttar Pradesh,94534,67482,891.6,13522143.36,8508.06,0.74627451
Guar seed,2008,Kharif     ,Uttar Pradesh,2460,2066,891.6,351878.4,221.4,0.8445
Jowar,2008,Kharif     ,Uttar Pradesh,192564,195473,891.6,27544354.56,17330.76,1.08362069
Linseed,2008,Rabi       ,Uttar Pradesh,30961,13932,891.6,4428661.44,2786.49,0.443333333
Maize,2008,Kharif     ,Uttar Pradesh,769793,1151245,891.6,110111190.7,69281.37,1.366764706
Maize,2008,Rabi       ,Uttar Pradesh,3617,9495,891.6,517375.68,325.53,2.646086957
Maize,2008,Summer     ,Uttar Pradesh,25472,38106,891.6,3643514.88,2292.48,1.505862069
Masoor,2008,Rabi       ,Uttar Pradesh,520736,459705,891.6,74486077.44,46866.24,0.861014493
Moong(Green Gram),2008,Kharif     ,Uttar Pradesh,30518,11286,891.6,4365294.72,2746.62,0.382
Moong(Green Gram),2008,Summer     ,Uttar Pradesh,33674,25174,891.6,4816728.96,3030.66,0.727460317
Onion,2008,Rabi       ,Uttar Pradesh,10161,119110,891.6,1453429.44,914.49,11.71728571
Peas & beans (Pulses),2008,Rabi       ,Uttar Pradesh,351030,423753,891.6,50211331.2,31592.7,1.223043478
Potato,2008,Rabi       ,Uttar Pradesh,527347,10809926,891.6,75431714.88,47461.23,18.97342857
Rapeseed &Mustard,2008,Rabi       ,Uttar Pradesh,656347,736849,891.6,93883874.88,59071.23,0.983857143
Rice,2008,Kharif     ,Uttar Pradesh,6011761,13051365,891.6,859922293.4,541058.49,2.124428571
Rice,2008,Summer     ,Uttar Pradesh,21621,45666,891.6,3092667.84,1945.89,2.095
Sannhamp,2008,Kharif     ,Uttar Pradesh,2889,925,891.6,413242.56,260.01,0.391875
Sesamum,2008,Kharif     ,Uttar Pradesh,192438,31736,891.6,27526331.52,17319.42,0.16016129
Small millets,2008,Kharif     ,Uttar Pradesh,13581,8384,891.6,1942626.24,1222.29,0.622142857
Soyabean,2008,Kharif     ,Uttar Pradesh,10599,9104,891.6,1516080.96,953.91,0.838181818
Sugarcane,2008,Kharif     ,Uttar Pradesh,2084179,109047670,891.6,298120964.2,187576.11,47.59257143
Sunflower,2008,Summer     ,Uttar Pradesh,9106,16995,891.6,1302522.24,819.54,1.915384615
Sweet potato,2008,Kharif     ,Uttar Pradesh,18376,225694,891.6,2628503.04,1653.84,12.27537313
Tobacco,2008,Rabi       ,Uttar Pradesh,22573,134309,891.6,3228841.92,2031.57,5.309230769
Tobacco,2008,Summer     ,Uttar Pradesh,546,1240,891.6,78099.84,49.14,2.23875
Urad,2008,Kharif     ,Uttar Pradesh,362921,195349,891.6,51912219.84,32662.89,0.550289855
Urad,2008,Summer     ,Uttar Pradesh,53715,33405,891.6,7683393.6,4834.35,0.661694915
Wheat,2008,Rabi       ,Uttar Pradesh,9513039,28554178,891.6,1360745099,856173.51,2.959857143
Arhar/Tur,2008,Kharif     ,Uttarakhand,2383,1710,1363.7,340864.32,214.47,0.72
Bajra,2008,Kharif     ,Uttarakhand,20,19,1363.7,2860.8,1.8,0.95
Barley,2008,Rabi       ,Uttarakhand,22596,19351,1363.7,3232131.84,2033.64,0.982307692
Garlic,2008,Whole Year ,Uttarakhand,2972,27121,1363.7,425114.88,267.48,5.802727273
Gram,2008,Rabi       ,Uttarakhand,683,326,1363.7,97696.32,61.47,0.31
Groundnut,2008,Kharif     ,Uttarakhand,1355,1795,1363.7,193819.2,121.95,1.043333333
Horse-gram,2008,Kharif     ,Uttarakhand,9531,7419,1363.7,1363314.24,857.79,0.749090909
Maize,2008,Kharif     ,Uttarakhand,26780,36287,1363.7,3830611.2,2410.2,1.197692308
Maize,2008,Summer     ,Uttarakhand,92,150,1363.7,13159.68,8.28,1.53
Masoor,2008,Rabi       ,Uttarakhand,10987,3992,1363.7,1571580.48,988.83,0.385384615
Moong(Green Gram),2008,Kharif     ,Uttarakhand,56,25,1363.7,8010.24,5.04,0.403333333
Moth,2008,Kharif     ,Uttarakhand,343,120,1363.7,49062.72,30.87,0.35
Onion,2008,Whole Year ,Uttarakhand,1869,7920,1363.7,267341.76,168.21,5.134615385
Other  Rabi pulses,2008,Rabi       ,Uttarakhand,201,90,1363.7,28751.04,18.09,0.3625
Other Cereals,2008,Kharif     ,Uttarakhand,70562,83401,1363.7,10093188.48,6350.58,1.101818182
Other Cereals,2008,Rabi       ,Uttarakhand,998,789,1363.7,142753.92,89.82,0.822
Other Kharif pulses,2008,Kharif     ,Uttarakhand,11120,8532,1363.7,1590604.8,1000.8,1.674615385
Peas & beans (Pulses),2008,Rabi       ,Uttarakhand,3516,1504,1363.7,502928.64,316.44,0.373076923
Potato,2008,Kharif     ,Uttarakhand,7723,72666,1363.7,1104697.92,695.07,10.52181818
Potato,2008,Rabi       ,Uttarakhand,6266,67396,1363.7,896288.64,563.94,9.419230769
Ragi,2008,Kharif     ,Uttarakhand,120707,173627,1363.7,17265929.28,10863.63,1.525454545
Rapeseed &Mustard,2008,Rabi       ,Uttarakhand,12051,7906,1363.7,1723775.04,1084.59,0.44
Rice,2008,Kharif     ,Uttarakhand,275711,528524,1363.7,39437701.44,24813.99,1.627692308
Rice,2008,Summer     ,Uttarakhand,12654,39797,1363.7,1810028.16,1138.86,3.1
Sesamum,2008,Kharif     ,Uttarakhand,2228,478,1363.7,318693.12,200.52,0.2125
Soyabean,2008,Kharif     ,Uttarakhand,8328,10133,1363.7,1191237.12,749.52,1.042307692
Sugarcane,2008,Whole Year ,Uttarakhand,107907,5683369,1363.7,15435017.28,9711.63,54.82
Sunflower,2008,Kharif     ,Uttarakhand,37,35,1363.7,5292.48,3.33,0.95
Tobacco,2008,Whole Year ,Uttarakhand,11,39,1363.7,1573.44,0.99,3.4
Turmeric,2008,Whole Year ,Uttarakhand,215,433,1363.7,30753.6,19.35,2.056666667
Urad,2008,Kharif     ,Uttarakhand,12152,8916,1363.7,1738222.08,1093.68,0.662307692
Urad,2008,Summer     ,Uttarakhand,203,129,1363.7,29037.12,18.27,0.76
Wheat,2008,Rabi       ,Uttarakhand,379081,770934,1363.7,54223746.24,34117.29,1.491538462
other oilseeds,2008,Kharif     ,Uttarakhand,420,215,1363.7,60076.8,37.8,0.625
other oilseeds,2008,Rabi       ,Uttarakhand,853,634,1363.7,122013.12,76.77,0.7
Arhar/Tur,2008,Rabi       ,Jammu and Kashmir,22,12,1390.1,3146.88,1.98,0.55
Barley,2008,Rabi       ,Jammu and Kashmir,9747,4724,1390.1,1394210.88,877.23,0.585
Garlic,2008,Rabi       ,Jammu and Kashmir,604,516,1390.1,86396.16,54.36,0.825555556
Gram,2008,Rabi       ,Jammu and Kashmir,284,155,1390.1,40623.36,25.56,0.545
Linseed,2008,Rabi       ,Jammu and Kashmir,126,97,1390.1,18023.04,11.34,0.782
Masoor,2008,Rabi       ,Jammu and Kashmir,81,38,1390.1,11586.24,7.29,0.496666667
Onion,2008,Rabi       ,Jammu and Kashmir,383,932,1390.1,54784.32,34.47,2.4475
Other  Rabi pulses,2008,Rabi       ,Jammu and Kashmir,351,147,1390.1,50207.04,31.59,0.456666667
Peas & beans (Pulses),2008,Rabi       ,Jammu and Kashmir,1109,1116,1390.1,158631.36,99.81,0.893846154
Potato,2008,Rabi       ,Jammu and Kashmir,934,9338,1390.1,133599.36,84.06,16.446
Rapeseed &Mustard,2008,Rabi       ,Jammu and Kashmir,56623,50525,1390.1,8099353.92,5096.07,1.023684211
Urad,2008,Rabi       ,Jammu and Kashmir,11,5,1390.1,1573.44,0.99,0.44
Wheat,2008,Rabi       ,Jammu and Kashmir,274022,492140,1390.1,39196106.88,24661.98,1.435714286
other oilseeds,2008,Rabi       ,Jammu and Kashmir,18,10,1390.1,2574.72,1.62,0.545
Arhar/Tur,2009,Kharif     ,Haryana,19853,21600,393,3093494.46,3375.01,0.742
Bajra,2009,Kharif     ,Haryana,583809,930000,393,90969118.38,99247.53,1.601428571
Barley,2009,Rabi       ,Haryana,42096,137000,393,6559398.72,7156.32,1.881428571
Castor seed,2009,Kharif     ,Haryana,1012,1100,393,157689.84,172.04,0.965
Coriander,2009,Whole Year ,Haryana,378,600,393,58899.96,64.26,0.564444444
Cotton(lint),2009,Kharif     ,Haryana,505082,1918000,393,78701877.24,85863.94,1.896111111
Dry chillies,2009,Whole Year ,Haryana,908,1400,393,141484.56,154.36,0.823571429
Garlic,2009,Whole Year ,Haryana,735,6500,393,114527.7,124.95,6.032222222
Gram,2009,Rabi       ,Haryana,84031,62000,393,13093710.42,14285.27,0.4295
Groundnut,2009,Kharif     ,Haryana,1729,1600,393,269412.78,293.93,0.581818182
Horse-gram,2009,Kharif     ,Haryana,436,100,393,67937.52,74.12,0.09
Jowar,2009,Kharif     ,Haryana,77671,390,393,12102695.22,13204.07,0.003571429
Maize,2009,Kharif     ,Haryana,12199,26000,393,1900848.18,2073.83,0.940555556
Masoor,2009,Rabi       ,Haryana,4646,3600,393,723939.72,789.82,0.747692308
Moong(Green Gram),2009,Kharif     ,Haryana,14899,6600,393,2321562.18,2532.83,0.235625
Moth,2009,Kharif     ,Haryana,2789,700,393,434581.98,474.13,0.192857143
Onion,2009,Whole Year ,Haryana,1535,31300,393,239183.7,260.95,19.35785714
Peas & beans (Pulses),2009,Rabi       ,Haryana,1651,1600,393,257258.82,280.67,0.586875
Potato,2009,Whole Year ,Haryana,12269,136400,393,1911755.58,2085.73,17.30357143
Rice,2009,Kharif     ,Haryana,1206435,3628000,393,187986701.7,205093.95,2.673809524
Sesamum,2009,Kharif     ,Haryana,2990,1200,393,465901.8,508.3,0.2065
Sugarcane,2009,Whole Year ,Haryana,79171,4078900,393,12336425.22,13459.07,47.4235
Sunflower,2009,Rabi       ,Haryana,6189,11100,393,964369.98,1052.13,1.67
Sweet potato,2009,Whole Year ,Haryana,59,1100,393,9193.38,10.03,13.7
Urad,2009,Kharif     ,Haryana,2964,1100,393,461850.48,503.88,0.25875
Wheat,2009,Rabi       ,Haryana,2487756,10488000,393,387642139.9,422918.52,4.133809524
Arhar/Tur,2009,Kharif     ,Himachal Pradesh,12,3,969.9,1869.84,2.04,0.4
Bajra,2009,Kharif     ,Himachal Pradesh,213,106,969.9,33189.66,36.21,0.584
Barley,2009,Rabi       ,Himachal Pradesh,21017,16176,969.9,3274868.94,3572.89,0.784545455
Coriander,2009,Rabi       ,Himachal Pradesh,120,66,969.9,18698.4,20.4,0.608
Cotton(lint),2009,Kharif     ,Himachal Pradesh,8,2,969.9,1246.56,1.36,0.335
Dry chillies,2009,Kharif     ,Himachal Pradesh,603,318,969.9,93959.46,102.51,0.545
Garlic,2009,Rabi       ,Himachal Pradesh,4860,8491,969.9,757285.2,826.2,1.673
Ginger,2009,Kharif     ,Himachal Pradesh,2488,11618,969.9,387680.16,422.96,3.883
Gram,2009,Rabi       ,Himachal Pradesh,604,308,969.9,94115.28,102.68,0.397777778
Groundnut,2009,Kharif     ,Himachal Pradesh,195,129,969.9,30384.9,33.15,0.6625
Horse-gram,2009,Kharif     ,Himachal Pradesh,2005,599,969.9,312419.1,340.85,0.306
Linseed,2009,Rabi       ,Himachal Pradesh,1415,355,969.9,220485.3,240.55,0.255
Maize,2009,Kharif     ,Himachal Pradesh,290199,530224,969.9,45218808.18,49333.83,2.08
Masoor,2009,Rabi       ,Himachal Pradesh,704,274,969.9,109697.28,119.68,0.664444444
Moong(Green Gram),2009,Kharif     ,Himachal Pradesh,225,104,969.9,35059.5,38.25,0.367142857
Onion,2009,Rabi       ,Himachal Pradesh,918,5392,969.9,143042.76,156.06,5.744
Other Kharif pulses,2009,Kharif     ,Himachal Pradesh,6982,3708,969.9,1087935.24,1186.94,0.515714286
Peas & beans (Pulses),2009,Kharif     ,Himachal Pradesh,817,748,969.9,127304.94,138.89,0.97
Peas & beans (Pulses),2009,Rabi       ,Himachal Pradesh,8250,10245,969.9,1285515,1402.5,1.333636364
Potato,2009,Kharif     ,Himachal Pradesh,6436,64758,969.9,1002857.52,1094.12,11.582
Potato,2009,Rabi       ,Himachal Pradesh,3406,23611,969.9,530722.92,579.02,4.67
Ragi,2009,Kharif     ,Himachal Pradesh,2208,2104,969.9,344050.56,375.36,0.778571429
Rapeseed &Mustard,2009,Rabi       ,Himachal Pradesh,8586,2329,969.9,1337870.52,1459.62,0.340909091
Rice,2009,Kharif     ,Himachal Pradesh,76186,105787,969.9,11871302.52,12951.62,1.484545455
Sesamum,2009,Kharif     ,Himachal Pradesh,2773,233,969.9,432088.86,471.41,0.084444444
Small millets,2009,Kharif     ,Himachal Pradesh,4937,1771,969.9,769283.34,839.29,0.367142857
Soyabean,2009,Kharif     ,Himachal Pradesh,550,430,969.9,85701,93.5,0.774285714
Sugarcane,2009,Whole Year ,Himachal Pradesh,2124,44306,969.9,330961.68,361.08,16.11857143
Turmeric,2009,Kharif     ,Himachal Pradesh,194,110,969.9,30229.08,32.98,0.5625
Urad,2009,Kharif     ,Himachal Pradesh,10007,1982,969.9,1559290.74,1701.19,0.284545455
Wheat,2009,Rabi       ,Himachal Pradesh,350440,324174,969.9,54605560.8,59574.8,0.933333333
Arhar/Tur,2009,Kharif     ,Punjab,4600,4400,371.3,716772,782,0.988571429
Bajra,2009,Kharif     ,Punjab,3000,4000,371.3,467460,510,1.333333333
Barley,2009,Rabi       ,Punjab,14000,47000,371.3,2181480,2380,3.40625
Cotton(lint),2009,Kharif     ,Punjab,511000,2006000,371.3,79624020,86870,4.052727273
Gram,2009,Rabi       ,Punjab,3000,3400,371.3,467460,510,1.155555556
Groundnut,2009,Kharif     ,Punjab,2500,3100,371.3,389550,425,1.3075
Guar seed,2009,Kharif     ,Punjab,21800,16800,371.3,3396876,3706,0.911666667
Jowar,2009,Kharif     ,Punjab,100,100,371.3,15582,17,1
Maize,2009,Kharif     ,Punjab,139000,475000,371.3,21658980,23630,3.489166667
Masoor,2009,Rabi       ,Punjab,1100,700,371.3,171402,187,0.734
Moong(Green Gram),2009,Kharif     ,Punjab,7000,6400,371.3,1090740,1190,0.941818182
Peas & beans (Pulses),2009,Rabi       ,Punjab,1600,1800,371.3,249312,272,1.071428571
Rapeseed &Mustard,2009,Rabi       ,Punjab,30000,39000,371.3,4674600,5100,1.266666667
Rice,2009,Kharif     ,Punjab,2802000,11236000,371.3,436607640,476340,3.9775
Sesamum,2009,Kharif     ,Punjab,7000,2600,371.3,1090740,1190,0.27
Sugarcane,2009,Whole Year ,Punjab,60000,370000,371.3,9349200,10200,6.396923077
Urad,2009,Kharif     ,Punjab,2800,1400,371.3,436296,476,0.49
Wheat,2009,Rabi       ,Punjab,3522000,15169000,371.3,548798040,598740,4.3205
Arhar/Tur,2009,Kharif     ,Uttar Pradesh,304747,201685,585.8,47485677.54,51806.99,0.721971831
Bajra,2009,Kharif     ,Uttar Pradesh,848617,1388711,585.8,132231500.9,144264.89,1.44578125
Banana,2009,Summer     ,Uttar Pradesh,2336,96059,585.8,363995.52,397.12,41.10410256
Barley,2009,Rabi       ,Uttar Pradesh,171382,362278,585.8,26704743.24,29134.94,2.094788732
Coriander,2009,Rabi       ,Uttar Pradesh,6461,3670,585.8,1006753.02,1098.37,0.580149254
Cotton(lint),2009,Kharif     ,Uttar Pradesh,4971,838,585.8,774581.22,845.07,0.1875
Dry chillies,2009,Kharif     ,Uttar Pradesh,14922,13146,585.8,2325146.04,2536.74,0.884558824
Garlic,2009,Rabi       ,Uttar Pradesh,34465,183113,585.8,5370336.3,5859.05,5.293285714
Ginger,2009,Kharif     ,Uttar Pradesh,786,2360,585.8,122474.52,133.62,3
Gram,2009,Rabi       ,Uttar Pradesh,618202,508556,585.8,96328235.64,105094.34,0.890441176
Groundnut,2009,Kharif     ,Uttar Pradesh,90652,61093,585.8,14125394.64,15410.84,0.698909091
Guar seed,2009,Kharif     ,Uttar Pradesh,2539,2120,585.8,395626.98,431.63,0.841111111
Jowar,2009,Kharif     ,Uttar Pradesh,190976,169571,585.8,29757880.32,32465.92,0.940983607
Linseed,2009,Rabi       ,Uttar Pradesh,34339,15133,585.8,5350702.98,5837.63,0.401891892
Maize,2009,Kharif     ,Uttar Pradesh,674808,982139,585.8,105148582.6,114717.36,1.431
Maize,2009,Rabi       ,Uttar Pradesh,4636,14162,585.8,722381.52,788.12,3.032083333
Maize,2009,Summer     ,Uttar Pradesh,29237,42540,585.8,4555709.34,4970.29,1.462833333
Masoor,2009,Rabi       ,Uttar Pradesh,592405,475940,585.8,92308547.1,100708.85,0.818873239
Moong(Green Gram),2009,Kharif     ,Uttar Pradesh,35348,5227,585.8,5507925.36,6009.16,0.142909091
Moong(Green Gram),2009,Summer     ,Uttar Pradesh,37104,26685,585.8,5781545.28,6307.68,0.740806452
Onion,2009,Rabi       ,Uttar Pradesh,10494,180225,585.8,1635175.08,1783.98,16.93323944
Onion,2009,Summer     ,Uttar Pradesh,12686,176246,585.8,1976732.52,2156.62,13.71826087
Peas & beans (Pulses),2009,Rabi       ,Uttar Pradesh,312009,400401,585.8,48617242.38,53041.53,1.235362319
Potato,2009,Rabi       ,Uttar Pradesh,540797,13447272,585.8,84266988.54,91935.49,24.02859155
Rapeseed &Mustard,2009,Rabi       ,Uttar Pradesh,613276,682489,585.8,95560666.32,104256.92,1.01028169
Rice,2009,Kharif     ,Uttar Pradesh,5148046,10714990,585.8,802168527.7,875167.82,2.00971831
Rice,2009,Summer     ,Uttar Pradesh,24695,61514,585.8,3847974.9,4198.15,2.13
Sannhamp,2009,Kharif     ,Uttar Pradesh,1813,334,585.8,282501.66,308.21,0.1790625
Sesamum,2009,Kharif     ,Uttar Pradesh,331799,34504,585.8,51700920.18,56405.83,0.118360656
Small millets,2009,Kharif     ,Uttar Pradesh,6951,3540,585.8,1083104.82,1181.67,0.530416667
Soyabean,2009,Kharif     ,Uttar Pradesh,7169,7563,585.8,1117073.58,1218.73,1.046666667
Sugarcane,2009,Kharif     ,Uttar Pradesh,1977324,117139919,585.8,308106625.7,336145.08,50.34633803
Sunflower,2009,Summer     ,Uttar Pradesh,7093,15597,585.8,1105231.26,1205.81,2.1215
Sweet potato,2009,Kharif     ,Uttar Pradesh,16758,227909,585.8,2611231.56,2848.86,13.61098592
Tobacco,2009,Rabi       ,Uttar Pradesh,22861,130652,585.8,3562201.02,3886.37,5.665
Tobacco,2009,Summer     ,Uttar Pradesh,534,2283,585.8,83207.88,90.78,4.23
Turmeric,2009,Rabi       ,Uttar Pradesh,1315,4346,585.8,204903.3,223.55,3.282972973
Urad,2009,Kharif     ,Uttar Pradesh,501548,191479,585.8,78151209.36,85263.16,0.457746479
Urad,2009,Summer     ,Uttar Pradesh,51359,31837,585.8,8002759.38,8731.03,0.678166667
Wheat,2009,Rabi       ,Uttar Pradesh,9668152,27518022,585.8,1506491445,1643585.84,2.80915493
Arhar/Tur,2009,Kharif     ,Uttarakhand,1931,1320,847.8,300888.42,328.27,0.629166667
Bajra,2009,Kharif     ,Uttarakhand,1,1,847.8,155.82,0.17,1
Barley,2009,Rabi       ,Uttarakhand,22206,24831,847.8,3460138.92,3775.02,1.226153846
Garlic,2009,Whole Year ,Uttarakhand,2835,20716,847.8,441749.7,481.95,5.318181818
Gram,2009,Rabi       ,Uttarakhand,528,381,847.8,82272.96,89.76,0.665
Groundnut,2009,Kharif     ,Uttarakhand,1369,1901,847.8,213317.58,232.73,0.964
Horse-gram,2009,Kharif     ,Uttarakhand,9538,5909,847.8,1486211.16,1621.46,0.650909091
Maize,2009,Kharif     ,Uttarakhand,26103,36088,847.8,4067369.46,4437.51,1.236153846
Maize,2009,Rabi       ,Uttarakhand,63,103,847.8,9816.66,10.71,1.6
Masoor,2009,Rabi       ,Uttarakhand,10792,6222,847.8,1681609.44,1834.64,0.620769231
Moong(Green Gram),2009,Kharif     ,Uttarakhand,8,6,847.8,1246.56,1.36,0.855
Moong(Green Gram),2009,Rabi       ,Uttarakhand,8,6,847.8,1246.56,1.36,0.855
Moth,2009,Kharif     ,Uttarakhand,18,7,847.8,2804.76,3.06,0.39
Onion,2009,Whole Year ,Uttarakhand,2158,9211,847.8,336259.56,366.86,4.625833333
Other  Rabi pulses,2009,Rabi       ,Uttarakhand,164,121,847.8,25554.48,27.88,0.69125
Other Cereals,2009,Kharif     ,Uttarakhand,3767,1460,847.8,586973.94,640.39,0.435
Other Cereals,2009,Rabi       ,Uttarakhand,298,288,847.8,46434.36,50.66,0.983333333
Other Kharif pulses,2009,Kharif     ,Uttarakhand,11255,9662,847.8,1753754.1,1913.35,0.849166667
Peas & beans (Pulses),2009,Rabi       ,Uttarakhand,5504,5502,847.8,857633.28,935.68,0.650769231
Potato,2009,Kharif     ,Uttarakhand,10187,104530,847.8,1587338.34,1731.79,9.59
Potato,2009,Rabi       ,Uttarakhand,5873,70526,847.8,915130.86,998.41,10.60615385
Ragi,2009,Kharif     ,Uttarakhand,116162,142978,847.8,18100362.84,19747.54,1.333636364
Rapeseed &Mustard,2009,Rabi       ,Uttarakhand,13160,11013,847.8,2050591.2,2237.2,0.624615385
Rice,2009,Kharif     ,Uttarakhand,270608,551716,847.8,42166138.56,46003.36,1.613846154
Rice,2009,Rabi       ,Uttarakhand,13775,39300,847.8,2146420.5,2341.75,2.85
Sesamum,2009,Kharif     ,Uttarakhand,1959,400,847.8,305251.38,333.03,0.195384615
Small millets,2009,Kharif     ,Uttarakhand,63911,64574,847.8,9958612.02,10864.87,1.135454545
Soyabean,2009,Kharif     ,Uttarakhand,8270,13660,847.8,1288631.4,1405.9,1.19
Sugarcane,2009,Whole Year ,Uttarakhand,99988,6088488,847.8,15580130.16,16997.96,61.34
Sunflower,2009,Kharif     ,Uttarakhand,5,6,847.8,779.1,0.85,1.2
Tobacco,2009,Whole Year ,Uttarakhand,11,7,847.8,1714.02,1.87,0.64
Turmeric,2009,Whole Year ,Uttarakhand,155,149,847.8,24152.1,26.35,0.971666667
Urad,2009,Kharif     ,Uttarakhand,10731,7705,847.8,1672104.42,1824.27,0.661538462
Urad,2009,Rabi       ,Uttarakhand,207,113,847.8,32254.74,35.19,0.55
Wheat,2009,Rabi       ,Uttarakhand,372846,829319,847.8,58096863.72,63383.82,1.674615385
other oilseeds,2009,Kharif     ,Uttarakhand,598,438,847.8,93180.36,101.66,0.781111111
other oilseeds,2009,Rabi       ,Uttarakhand,860,273,847.8,134005.2,146.2,0.55
Arhar/Tur,2010,Kharif     ,Haryana,21927,23700,639.2,3642293.97,5262.48,0.822105263
Bajra,2010,Kharif     ,Haryana,659592,1183000,639.2,109564827.1,158302.08,1.715238095
Barley,2010,Rabi       ,Haryana,37269,130000,639.2,6190753.59,8944.56,2.005238095
Castor seed,2010,Kharif     ,Haryana,1654,700,639.2,274745.94,396.96,0.138333333
Coriander,2010,Whole Year ,Haryana,292,0,639.2,48504.12,70.08,0
Cotton(lint),2010,Kharif     ,Haryana,493228,1747000,639.2,81930103.08,118374.72,2.095
Dry chillies,2010,Whole Year ,Haryana,1139,10900,639.2,189199.29,273.36,6.945333333
Garlic,2010,Whole Year ,Haryana,750,800,639.2,124582.5,180,0.394444444
Ginger,2010,Kharif     ,Haryana,61,100,639.2,10132.71,14.64,1.64
Gram,2010,Rabi       ,Haryana,111521,110000,639.2,18524753.31,26765.04,0.515714286
Groundnut,2010,Kharif     ,Haryana,2318,2400,639.2,385042.98,556.32,0.698181818
Horse-gram,2010,Kharif     ,Haryana,416,100,639.2,69101.76,99.84,0.0725
Jowar,2010,Kharif     ,Haryana,70846,38000,639.2,11768229.06,17003.04,0.499285714
Maize,2010,Kharif     ,Haryana,9662,19000,639.2,1604954.82,2318.88,0.8175
Masoor,2010,Rabi       ,Haryana,3663,3300,639.2,608460.93,879.12,0.526
Moong(Green Gram),2010,Kharif     ,Haryana,25983,11900,639.2,4316036.13,6235.92,0.205555556
Moth,2010,Kharif     ,Haryana,5693,1400,639.2,945664.23,1366.32,0.238571429
Onion,2010,Whole Year ,Haryana,2150,43800,639.2,357136.5,516,19.95642857
Other  Rabi pulses,2010,Rabi       ,Haryana,102,0,639.2,16943.22,24.48,0
Other Kharif pulses,2010,Kharif     ,Haryana,1944,0,639.2,322917.84,466.56,0
Peas & beans (Pulses),2010,Rabi       ,Haryana,3007,2200,639.2,499492.77,721.68,0.58
Potato,2010,Whole Year ,Haryana,12412,280900,639.2,2061757.32,2978.88,21.70428571
Rapeseed &Mustard,2010,Rabi       ,Haryana,509709,953000,639.2,84667761.99,122330.16,2.010952381
Rice,2010,Kharif     ,Haryana,1243281,3465000,639.2,206521406.9,298387.44,2.561428571
Sannhamp,2010,Whole Year ,Haryana,103,0,639.2,17109.33,24.72,0
